zpid,street,zipcode,city,state,latitude,longitude,amount,lowAmount,highAmount,percentile,elemSchool,midSchool
2111785331,4044 Folsom St,94110,San Francisco,CA,37.73649,-122.41363,1179161,943329,1414993,0,Leonard R. Flynn Elementary,James Lick Middle
2111799748,405 Dolores St # 3,94110,San Francisco,CA,37.762855,-122.425872,1060495,880211,1177149,0,Sanchez Elementary,Everett Middle
2111909960,555 4th St UNIT 434,94107,San Francisco,CA,37.778201,-122.395991,882388,758854,1005922,0,Daniel Webster Elementary,
2111920018,3243 25th St,94110,San Francisco,CA,37.750811,-122.414785,562649,427613,731444,0,Cesar Chavez Elementary,Everett Middle
2111932639,300 3rd St APT 312,94107,San Francisco,CA,37.78331,-122.3985,646343,588172,717441,0,Daniel Webster Elementary,
2111933695,3235 Gough St APT 104,94123,San Francisco,CA,37.80324,-122.42841,955633,812288,1089422,0,Sherman Elementary,Marina Middle
2112001185,933 Clement St,94118,San Francisco,CA,37.78263,-122.46923,3268549,2647525,4053001,0,Sutro Elementary,Roosevelt Middle
2112002019,208 Surrey St,94131,San Francisco,CA,37.735819,-122.435393,1259818,1045649,1448791,0,Glen Park Elementary,James Lick Middle
2112025184,190 Cervantes Blvd,94123,San Francisco,CA,37.80493,-122.44061,740778,644477,837079,0,Sherman Elementary,Marina Middle
2112169423,170 Pacific Ave APT 41,94111,San Francisco,CA,37.797916,-122.399313,1321241,1202329,1453365,0,Chin Elementary,Francisco Middle
2112210605,17 Curtis St,94112,San Francisco,CA,37.71404,-122.43976,556979,467862,646096,0,Guadalupe Elementary,Visitacion Valley Middle
2112231968,991 Hollister Ave,94124,San Francisco,CA,37.71841,-122.39028,838533,595358,1148790,0,Bret Harte Elementary,James Lick Middle
2112236314,4108 17th St APT 4,94114,San Francisco,CA,37.762634,-122.437591,700954,630859,799088,0,Mckinley Elementary,Everett Middle
2112302108,1203 Cole St,94117,San Francisco,CA,37.763029,-122.449457,1137765,1001233,1376696,0,Grattan Elementary,A. P. Giannini Middle
2112317171,318 Spear St UNIT 3F,94105,San Francisco,CA,37.789841,-122.390769,776148,729579,853763,0,Daniel Webster Elementary,
2112350455,2727 Jackson St # A,94115,San Francisco,CA,37.79145,-122.440444,535645,439229,733834,0,William L. Cobb Elementary,Roosevelt Middle
2112404865,1250 Sacramento St APT 4,94108,San Francisco,CA,37.792675,-122.413543,646407,452485,820937,0,Gordon J. Lau Elementary,Marina Middle
2112407765,1440 Webster St APT 1,94115,San Francisco,CA,37.78406,-122.43092,755364,574077,966866,0,Rosa Parks Elementary,Presidio Middle
2112432890,318 Frederick St APT 3,94117,San Francisco,CA,37.767189,-122.448547,307920,261732,351029,0,Grattan Elementary,A. P. Giannini Middle
2112465006,1466 Church St APT 3,94131,San Francisco,CA,37.747276,-122.427291,401148,300861,485389,0,Alvarado Elementary,James Lick Middle
2112573388,349 Banks St,94110,San Francisco,CA,37.73878,-122.41261,1289262,1044302,1534222,0,Leonard R. Flynn Elementary,James Lick Middle
2112580909,743 Arguello Blvd APT 3,94118,San Francisco,CA,37.776565,-122.458915,465135,395365,548859,0,New Traditions Elementary,Roosevelt Middle
2112598487,1680 Fulton St,94117,San Francisco,CA,37.77622,-122.44397,742687,638711,846663,0,New Traditions Elementary,Roosevelt Middle
2112600280,2832 San Bruno Ave,94134,San Francisco,CA,37.725988,-122.402987,1721321,1325417,2203291,0,Edward R. Taylor Elementary,King Middle
2112617744,477 Vermont St,94107,San Francisco,CA,37.76403,-122.40434,1532182,1271711,1823297,0,Daniel Webster Elementary,
2112659915,22 Linda St,94110,San Francisco,CA,37.761108,-122.423133,749154,659256,846544,0,Harvey Milk Civil Rights Elementary,Everett Middle
2112684200,2335 Diamond St,94131,San Francisco,CA,37.73796,-122.436758,2517938,2266144,2870449,0,Glen Park Elementary,James Lick Middle
2112774086,4531 20th St,94114,San Francisco,CA,37.75735,-122.43849,1241776,1105181,1428042,0,Harvey Milk Civil Rights Elementary,Everett Middle
2112801319,1359 Oak St,94117,San Francisco,CA,37.772296,-122.44168,1646631,1399636,2140620,0,Mckinley Elementary,Everett Middle
2112856228,351 Diamond St,94114,San Francisco,CA,37.75677,-122.43671,1136641,886580,1420801,0,Harvey Milk Civil Rights Elementary,Everett Middle
2112858202,452 28th St,94131,San Francisco,CA,37.74505,-122.43237,2065326,1672914,2395778,0,Alvarado Elementary,James Lick Middle
2112879547,1566 Jones St,94109,San Francisco,CA,37.795559,-122.414875,1027709,863276,1212697,0,Gordon J. Lau Elementary,Marina Middle
2112900638,1817 California St APT 104,94109,San Francisco,CA,37.78996,-122.42478,1028638,864056,1193220,0,Sherman Elementary,Marina Middle
2112902485,318 Spear St UNIT 4D,94105,San Francisco,CA,37.789841,-122.390769,1259575,1108426,1410724,0,Daniel Webster Elementary,
2113028064,300 3rd St APT 611,94107,San Francisco,CA,37.783195,-122.399044,660870,588174,773218,0,Daniel Webster Elementary,
2113034139,979 Union St,94133,San Francisco,CA,37.799603,-122.415467,373354,294950,448025,0,Yick Wo Elementary,Francisco Middle
2113074546,720 34th Ave,94121,San Francisco,CA,37.77494,-122.49393,887553,763296,994059,0,Lafayette Elementary,Presidio Middle
2113134992,705 Banks St,94110,San Francisco,CA,37.734508,-122.412902,606070,503038,733345,0,Leonard R. Flynn Elementary,James Lick Middle
2113141426,1371 Grove St,94117,San Francisco,CA,37.77572,-122.43881,1241394,980701,1576570,0,New Traditions Elementary,Roosevelt Middle
2113146757,138 28th St APT 3,94131,San Francisco,CA,37.745616,-122.425537,519396,467456,576530,0,Alvarado Elementary,James Lick Middle
2113190827,1635 Golden Gate Ave # A,94115,San Francisco,CA,37.778575,-122.437461,835154,701529,977130,0,Rosa Parks Elementary,Presidio Middle
2113232646,2132 Clement St,94121,San Francisco,CA,37.782382,-122.482299,1263641,1099368,1440551,0,Alamo Elementary,Presidio Middle
2113250891,1248 Sanchez St,94114,San Francisco,CA,37.74955,-122.42956,1511451,1239390,1813741,0,Alvarado Elementary,James Lick Middle
2113368105,4471 Mission St # 2,94112,San Francisco,CA,37.726577,-122.433029,649113,584202,727007,0,Monroe Elementary,Herbert Hoover Middle
2113475606,1139 Divisadero St APT 1,94115,San Francisco,CA,37.780193,-122.4393,786047,699582,880373,0,New Traditions Elementary,Roosevelt Middle
2113505178,333 1st St UNIT 804,94105,San Francisco,CA,37.787029,-122.3936,858011,780790,943812,0,Daniel Webster Elementary,
2113534328,1405 Golden Gate Ave,94115,San Francisco,CA,37.77915,-122.4344,892430,767490,1017370,0,Rosa Parks Elementary,Presidio Middle
2113671546,1907 Eddy St # 2,94115,San Francisco,CA,37.780193,-122.4393,777598,684286,878686,0,New Traditions Elementary,Roosevelt Middle
2113761972,135 Red Rock Way APT 207L,94131,San Francisco,CA,37.74605,-122.44217,494839,420613,554220,0,Miraloma Elementary,James Denman Middle
2113834312,35 Reed St,94109,San Francisco,CA,37.793491,-122.415639,585710,480282,778994,0,Spring Valley Elementary,Marina Middle
2113835385,663 Joost Ave,94127,San Francisco,CA,37.73222,-122.45001,839177,738476,914703,0,Sunnyside Elementary,James Denman Middle
2113944489,250 Clara St UNIT 3,94107,San Francisco,CA,37.778762,-122.403533,672913,625809,773850,0,Daniel Webster Elementary,
2113954231,137 Cook St APT 3,94118,San Francisco,CA,37.781208,-122.452331,666591,573268,733250,0,New Traditions Elementary,Roosevelt Middle
2113960312,401 Justin Dr,94112,San Francisco,CA,37.73204,-122.42425,808584,638781,905614,0,Junipero Serra Elementary,Herbert Hoover Middle
2113967994,827 Corbett Ave APT 102A,94131,San Francisco,CA,37.753513,-122.443209,456621,342466,566210,0,Clarendon Elementary,Presidio Middle
2114091125,2945 Baker St APT 2,94123,San Francisco,CA,37.798109,-122.445939,356630,228243,509981,0,William L. Cobb Elementary,Roosevelt Middle
2114102886,5 Downey St,94117,San Francisco,CA,37.768743,-122.447574,2024529,1558887,2571152,0,Grattan Elementary,A. P. Giannini Middle
2114226686,2731 California St,94115,San Francisco,CA,37.787969,-122.439824,1642329,1428826,1905102,0,William L. Cobb Elementary,Roosevelt Middle
2114285659,161 Russ St,94103,San Francisco,CA,37.778278,-122.407112,725812,616940,805651,0,Daniel Webster Elementary,
2114584641,521 Central Ave APT 2,94117,San Francisco,CA,37.774482,-122.444763,775585,667003,884167,0,New Traditions Elementary,Roosevelt Middle
2115010607,2541 California St APT 7,94115,San Francisco,CA,37.788295,-122.436187,1874330,1518207,2136736,0,William L. Cobb Elementary,Roosevelt Middle
2115031759,4748 25th St,94114,San Francisco,CA,37.74929,-122.44208,1477710,1241276,1728921,0,Alvarado Elementary,James Lick Middle
2115441727,258 Shipley St APT 2,94107,San Francisco,CA,37.778869,-122.404342,477600,429840,544464,0,Daniel Webster Elementary,
2115583987,855 La Playa St APT 460,94121,San Francisco,CA,37.772337,-122.510618,670077,569565,777289,0,Lafayette Elementary,Presidio Middle
2115709028,1870 Jackson St APT 203,94109,San Francisco,CA,37.793675,-122.42585,1947137,1577181,2200265,0,Sherman Elementary,Marina Middle
2115835108,1580 La Playa St APT 3,94122,San Francisco,CA,37.756946,-122.508575,696170,612630,779710,0,Francis Scott Key Elementary,A. P. Giannini Middle
2115961802,821 Taraval St APT C,94116,San Francisco,CA,37.743034,-122.474937,794107,674991,921164,0,West Portal Elementary,Herbert Hoover Middle
2116047523,1703 Gough St,94109,San Francisco,CA,37.789169,-122.425773,3678460,2942768,4156660,0,Sherman Elementary,Marina Middle
2116138869,3380 16th St,94114,San Francisco,CA,37.764573,-122.428214,784511,690370,933568,0,Sanchez Elementary,Everett Middle
2116232964,1930 Mission St UNIT 105,94103,San Francisco,CA,37.766189,-122.420242,483631,430432,536830,0,Sanchez Elementary,Everett Middle
2116388122,54 Harriet St # 2,94103,San Francisco,CA,37.778621,-122.406919,721339,641992,807900,0,Daniel Webster Elementary,
2116427101,115 Carl St APT 1,94117,San Francisco,CA,37.765457,-122.450401,639461,543542,786537,0,Grattan Elementary,A. P. Giannini Middle
2116502648,2103 Bush St,94115,San Francisco,CA,37.787102,-122.432024,1856769,1503983,2153852,0,Sherman Elementary,Marina Middle
2116555179,2299 Sacramento St APT 15,94115,San Francisco,CA,37.790157,-122.430597,1041431,926874,1197646,0,Sherman Elementary,Marina Middle
2116674459,469 Duboce Ave,94117,San Francisco,CA,37.779485,-122.448989,1921108,1613731,2343752,0,Mckinley Elementary,Everett Middle
2116678742,2077 Jackson St APT 305,94109,San Francisco,CA,37.797002,-122.422153,577967,514391,647323,0,Sherman Elementary,Marina Middle
2116801915,333 Main St UNIT 2A,94105,San Francisco,CA,37.789375,-122.390975,1007259,906533,1168420,0,Daniel Webster Elementary,
2116969059,1345 20th St,94107,San Francisco,CA,37.759975,-122.395011,1183160,982023,1443455,0,Daniel Webster Elementary,
2116976127,750 Van Ness Ave UNIT 501,94102,San Francisco,CA,37.782379,-122.420188,417211,371318,458932,0,Tenderloin Elementary,Francisco Middle
2117057808,1701 Jackson St APT 302,94109,San Francisco,CA,37.797002,-122.422153,645483,561570,735851,0,Sherman Elementary,Marina Middle
2117075224,673 Kansas St,94107,San Francisco,CA,37.76131,-122.4029,1074626,913432,1278805,0,Daniel Webster Elementary,
2117086366,732 Guerrero St,94110,San Francisco,CA,37.759464,-122.423793,1585969,1237056,1887303,0,Harvey Milk Civil Rights Elementary,Everett Middle
2117102801,24 Delmar St,94117,San Francisco,CA,37.768682,-122.445771,1483535,1231334,1795077,0,Mckinley Elementary,Everett Middle
2117160151,333 Main St UNIT 5L,94105,San Francisco,CA,37.7888,-122.391042,778218,715961,856040,0,Daniel Webster Elementary,
2117221127,147 Graystone Ter,94114,San Francisco,CA,37.757515,-122.446288,863986,734388,984944,0,Clarendon Elementary,Presidio Middle
2117335344,829 Folsom St UNIT 806,94107,San Francisco,CA,37.781429,-122.40186,564450,524938,620895,0,Daniel Webster Elementary,
2117716757,827 Corbett Ave APT 201,94131,San Francisco,CA,37.753513,-122.443209,523127,460352,580671,0,Clarendon Elementary,Presidio Middle
2117860954,338 Spear St,94105,San Francisco,CA,37.789537,-122.392589,1264673,986445,1517608,0,Daniel Webster Elementary,
2118070329,411 8th Ave,94118,San Francisco,CA,37.780426,-122.46672,1471901,1118645,1869314,0,Frank McCoppin Elementary,Roosevelt Middle
2118240770,301 Main St UNIT 16D,94105,San Francisco,CA,37.789333,-122.391698,1782147,1586111,1924719,0,Daniel Webster Elementary,
2118305619,1973 Eddy St,94115,San Francisco,CA,37.780377,-122.440054,931084,791421,1070747,0,New Traditions Elementary,Roosevelt Middle
2118342446,1591 Jackson St,94109,San Francisco,CA,37.794027,-122.42107,1193262,990407,1467712,0,Spring Valley Elementary,Marina Middle
2118355401,1169 Guerrero St,94110,San Francisco,CA,37.752422,-122.422862,1510899,1223828,1843297,0,Cesar Chavez Elementary,Everett Middle
2118401622,2912 Steiner St APT 3,94123,San Francisco,CA,37.7961,-122.436863,1209817,979952,1475977,0,Sherman Elementary,Marina Middle
2118665790,760 Church St # 2,94114,San Francisco,CA,37.75859,-122.428176,798251,694478,917989,0,Harvey Milk Civil Rights Elementary,Everett Middle
2118893941,827 Corbett Ave APT 203,94131,San Francisco,CA,37.753513,-122.443209,544058,495093,631107,0,Clarendon Elementary,Presidio Middle
2118893942,827 Corbett Ave APT 102,94131,San Francisco,CA,37.753513,-122.443209,499563,434620,554515,0,Clarendon Elementary,Presidio Middle
2118895337,785 San Jose Ave APT E,94110,San Francisco,CA,37.742572,-122.422843,1418873,1163476,1702648,0,Leonard R. Flynn Elementary,James Lick Middle
2118930123,400 Beale St APT 1201,94105,San Francisco,CA,37.791314,-122.392589,1258756,1057355,1460157,0,Daniel Webster Elementary,
2118935661,355 1st St UNIT 308,94105,San Francisco,CA,37.786761,-122.39369,671832,624804,732297,0,Daniel Webster Elementary,
2118963415,461 2nd St APT C329,94107,San Francisco,CA,37.767998,-122.392132,782284,688410,891804,0,Daniel Webster Elementary,
2119043888,2682 36th Ave,94116,San Francisco,CA,37.744192,-122.484233,782325,672799,852734,0,Dianne Feinstein Elementary,Aptos Middle
2119052505,121 Westgate Dr,94127,San Francisco,CA,37.736437,-122.4575,1394318,1171227,1645295,0,Commodore Sloat Elementary,Aptos Middle
2119237739,221 19th Ave,94121,San Francisco,CA,37.78374,-122.478874,1462378,1096783,1769477,0,Alamo Elementary,Presidio Middle
2119249208,1235 Francisco St,94123,San Francisco,CA,37.80308,-122.425558,2244628,1975273,2581322,0,Sherman Elementary,Marina Middle
2119393117,2162 Pine St APT 203,94115,San Francisco,CA,37.788516,-122.431449,1134670,975816,1327564,0,Sherman Elementary,Marina Middle
2119492494,403 Main St,94105,San Francisco,CA,37.788242,-122.389787,1325323,1033752,1802439,0,Daniel Webster Elementary,
2119569482,701 Pennsylvania Ave APT 202,94107,San Francisco,CA,37.757358,-122.392845,576543,518889,651494,0,Starr King Elementary,Aptos Middle
2119636799,3670 19th St # 3670,94110,San Francisco,CA,37.748695,-122.415061,871296,749315,1001990,0,Harvey Milk Civil Rights Elementary,Everett Middle
2119710350,1627 Clay St,94109,San Francisco,CA,37.792482,-122.419916,2557499,1687949,3094574,0,Spring Valley Elementary,Marina Middle
2119738100,425 1st St UNIT 4903,94105,San Francisco,CA,37.786064,-122.392173,1355425,1179220,1450305,0,Daniel Webster Elementary,
2119969313,825 Van Ness Ave,94109,San Francisco,CA,37.783205,-122.421273,2389039,1576766,3129641,0,Rosa Parks Elementary,Presidio Middle
2120089411,4 Foerster St,94112,San Francisco,CA,37.721548,-122.442294,676662,608996,764628,0,Sunnyside Elementary,James Denman Middle
2120226175,3124 San Bruno Ave,94134,San Francisco,CA,37.722366,-122.401756,787638,645863,882155,0,Edward R. Taylor Elementary,King Middle
2120229458,2044 Green St,94123,San Francisco,CA,37.796527,-122.432759,2378584,1879081,2806729,0,Sherman Elementary,Marina Middle
2120379245,2415 Lake St,94121,San Francisco,CA,37.785692,-122.485412,815559,734003,905270,0,Alamo Elementary,Presidio Middle
2120522072,175 Red Rock Way APT 204K,94131,San Francisco,CA,37.746074,-122.444003,432890,341983,515139,0,Miraloma Elementary,James Denman Middle
2120594947,798 Stanyan St APT 2,94117,San Francisco,CA,37.767443,-122.453047,698435,621607,838122,0,Grattan Elementary,A. P. Giannini Middle
2120692444,2335 Hyde St # 1,94109,San Francisco,CA,37.802482,-122.420028,2837086,2269669,3574728,0,Yick Wo Elementary,Francisco Middle
2120771826,2253 Broderick St,94115,San Francisco,CA,37.790987,-122.442794,3434798,3022622,3778278,0,William L. Cobb Elementary,Roosevelt Middle
2120803433,15 Red Rock Way,94131,San Francisco,CA,37.746074,-122.444003,465665,381845,554141,0,Miraloma Elementary,James Denman Middle
2120869840,44 Lloyd St,94117,San Francisco,CA,37.769871,-122.435606,1517951,1244720,1836721,0,Mckinley Elementary,Everett Middle
2121294842,301 Main St UNIT 5F,94105,San Francisco,CA,37.789333,-122.391698,921440,792438,1013584,0,Daniel Webster Elementary,
2121345107,300 3rd St APT 804,94107,San Francisco,CA,37.767998,-122.392132,601928,529697,686198,0,Daniel Webster Elementary,
2121361611,318 Spear St UNIT 5C,94105,San Francisco,CA,37.789841,-122.390769,1132471,860678,1392939,0,Daniel Webster Elementary,
2121695707,279 Graystone Ter APT 4,94114,San Francisco,CA,37.757022,-122.444169,692126,553701,865158,0,Clarendon Elementary,Presidio Middle
2121695777,75 Ora Way UNIT D208,94131,San Francisco,CA,37.740905,-122.436851,438021,346037,516865,0,Miraloma Elementary,James Denman Middle
2121731269,300 3rd St APT 823,94107,San Francisco,CA,37.767998,-122.392132,602577,542319,698989,0,Daniel Webster Elementary,
2121935583,309 2nd Ave APT 3,94118,San Francisco,CA,37.782721,-122.4603,1071281,889163,1274824,0,George Peabody Elementary,Roosevelt Middle
2122203235,301 Main St UNIT 5D,94105,San Francisco,CA,37.789333,-122.391698,1265598,1151694,1366846,0,Daniel Webster Elementary,
2122238937,17 Hartford St,94114,San Francisco,CA,37.762217,-122.433964,1452716,1191227,1743259,0,Sanchez Elementary,Everett Middle
2122288342,331 Douglass St,94114,San Francisco,CA,37.758326,-122.439062,1343222,1168603,1571570,0,Harvey Milk Civil Rights Elementary,Everett Middle
2123238813,3341 Clement St,94121,San Francisco,CA,37.781498,-122.494968,569503,512553,626453,0,Lafayette Elementary,Presidio Middle
2123280324,400 Beale St APT 908,94105,San Francisco,CA,37.791314,-122.392589,752381,654571,850191,0,Daniel Webster Elementary,
2123467977,435 10th Ave,94118,San Francisco,CA,37.77885,-122.461604,1221335,1050348,1355682,0,Frank McCoppin Elementary,Roosevelt Middle
2123605481,104 Baker St APT 5,94117,San Francisco,CA,37.772083,-122.440261,655437,504686,799633,0,Mckinley Elementary,Everett Middle
2123734503,88 Merlin St,94107,San Francisco,CA,37.777565,-122.401359,1570056,1365949,1852666,0,Daniel Webster Elementary,
2123840380,947 Page St,94117,San Francisco,CA,37.772275,-122.436355,1706879,1382572,1997048,0,Mckinley Elementary,Everett Middle
2123897225,1230 Egbert Ave,94124,San Francisco,CA,37.777212,-122.494792,1136402,965942,1318226,0,Bret Harte Elementary,James Lick Middle
2124214210,59 Mirabel Ave,94110,San Francisco,CA,37.74641,-122.41691,597526,525823,681180,0,Leonard R. Flynn Elementary,James Lick Middle
2124349355,1011 23rd St APT 19,94107,San Francisco,CA,37.768003,-122.392848,1052022,883698,1178265,0,Starr King Elementary,Aptos Middle
2124439902,155 14th Ave,94118,San Francisco,CA,37.785227,-122.473759,2049037,1659720,2540806,0,Alamo Elementary,Presidio Middle
2124543463,3463 17th St # A,94110,San Francisco,CA,37.763096,-122.423205,857672,711868,943439,0,Sanchez Elementary,Everett Middle
2125612712,1334 Mason St,94133,San Francisco,CA,37.79609,-122.41158,1168248,946281,1413580,0,Jean Parker Elementary,Francisco Middle
2126245986,472 Nevada St,94110,San Francisco,CA,37.73639,-122.41177,933584,802882,1101629,0,Leonard R. Flynn Elementary,James Lick Middle
2126993849,2 Fallon Pl APT 3,94133,San Francisco,CA,37.79779,-122.41341,476497,419317,538442,0,Yick Wo Elementary,Francisco Middle
2127000429,900 Clement St,94118,San Francisco,CA,37.78283,-122.46924,2135559,1558958,2541315,0,Sutro Elementary,Roosevelt Middle
2127047977,301 Main St UNIT 9H,94105,San Francisco,CA,37.78905,-122.3913,1803880,1587414,2056423,0,Daniel Webster Elementary,
2127281094,636 Waller St,94117,San Francisco,CA,37.7708,-122.43399,1172071,961098,1453368,0,Mckinley Elementary,Everett Middle
2127476352,1934 Leavenworth St,94133,San Francisco,CA,37.7992,-122.41726,960659,787740,1152791,0,Yick Wo Elementary,Francisco Middle
2127557166,199 Tiffany Ave APT 311,94110,San Francisco,CA,37.74518,-122.42108,738557,657316,812413,0,Leonard R. Flynn Elementary,James Lick Middle
2127720324,175 Red Rock Way APT 106K,94131,San Francisco,CA,37.74605,-122.44217,444390,386619,502161,0,Miraloma Elementary,James Denman Middle
2127838088,1335 Union St APT 4,94109,San Francisco,CA,37.79892,-122.42051,866416,771110,961722,0,Yick Wo Elementary,Francisco Middle
2128243158,821 Taraval St # A,94116,San Francisco,CA,37.74297,-122.47513,761939,670506,853372,0,West Portal Elementary,Herbert Hoover Middle
2128383916,821 Taraval St # D,94116,San Francisco,CA,37.74297,-122.47513,696472,592001,814872,0,West Portal Elementary,Herbert Hoover Middle
2128503695,34 Varennes St,94133,San Francisco,CA,37.80029,-122.40661,961509,711517,1192271,0,Chin Elementary,Francisco Middle
2129553871,1145 Hyde St,94109,San Francisco,CA,37.79146,-122.41996,2828214,2008032,3761525,0,Spring Valley Elementary,Marina Middle
2129642647,570 Guerrero St APT 4,94110,San Francisco,CA,37.76396,-122.42418,632613,468134,809745,0,Sanchez Elementary,Everett Middle
2129713103,3508 24th St,94110,San Francisco,CA,37.752161,-122.421929,1173025,868038,1419360,0,Cesar Chavez Elementary,Everett Middle
2129892406,880 Kansas St,94107,San Francisco,CA,37.75833,-122.40302,454877,350255,577694,0,Starr King Elementary,Aptos Middle
2130407115,1415 37th Ave,94122,San Francisco,CA,37.7605,-122.496279,875645,761811,971966,0,Francis Scott Key Elementary,A. P. Giannini Middle
2130705020,646 Madrid St,94112,San Francisco,CA,37.72041,-122.44212,507150,431078,633938,0,Cleveland Elementary,Visitacion Valley Middle
2130856564,3436 19th St,94110,San Francisco,CA,37.76037,-122.41867,1452275,1234434,1713684,0,Sanchez Elementary,Everett Middle
2130892605,1395 Church St,94114,San Francisco,CA,37.75927,-122.43473,1609316,1142614,1995552,0,Alvarado Elementary,James Lick Middle
2130897537,2829 Folsom St,94110,San Francisco,CA,37.75171,-122.4139,617131,555418,697358,0,Cesar Chavez Elementary,Everett Middle
2131364944,2077 Jackson St,94109,San Francisco,CA,37.7931,-122.42879,1705928,1313565,2064173,0,Sherman Elementary,Marina Middle
2131501222,50 29th St,94110,San Francisco,CA,37.74411,-122.42144,797994,574556,1037392,0,Leonard R. Flynn Elementary,James Lick Middle
2131544264,215 Red Rock Way APT J104,94131,San Francisco,CA,37.74605,-122.44217,814389,635223,960979,0,Miraloma Elementary,James Denman Middle
2131570976,2302 Divisadero St,94115,San Francisco,CA,37.79121,-122.44097,2443034,2101009,3053793,0,William L. Cobb Elementary,Roosevelt Middle
2131699245,1735 Beach St,94123,San Francisco,CA,37.8042,-122.43752,3614086,2746705,4517608,0,Sherman Elementary,Marina Middle
2131770276,807 Columbus Ave APT 301,94133,San Francisco,CA,37.80198,-122.41278,731319,658187,826390,0,Yick Wo Elementary,Francisco Middle
2131957927,325 China Basin St,94158,San Francisco,CA,37.7711,-122.3933,1287652,1042998,1493676,0,Daniel Webster Elementary,
2132041595,1358 26th Ave,94122,San Francisco,CA,37.76016,-122.4816,1365693,1174496,1570547,0,Jefferson Elementary,A. P. Giannini Middle
2132626434,150 Lombard St APT 205,94111,San Francisco,CA,37.804431,-122.404265,815009,717208,920960,0,Garfield Elementary,Francisco Middle
2132723633,1427 8th Ave,94122,San Francisco,CA,37.761651,-122.465396,1232898,1097279,1393175,0,Clarendon Elementary,Presidio Middle
2132955415,1255 Oak St APT 3,94117,San Francisco,CA,37.772534,-122.439876,415808,303540,532234,0,Mckinley Elementary,Everett Middle
2132989226,261 26th Ave # 1,94121,San Francisco,CA,37.784579,-122.486468,1432172,1231668,1632676,0,Alamo Elementary,Presidio Middle
2133554339,2539 Turk Blvd,94118,San Francisco,CA,37.77807,-122.449489,1050327,861268,1249889,0,New Traditions Elementary,Roosevelt Middle
2133717710,728 27th Ave,94121,San Francisco,CA,37.775616,-122.486402,1256576,1030392,1445062,0,Argonne Elementary,Presidio Middle
2133729492,1327 7th Ave # 5,94122,San Francisco,CA,37.763632,-122.464467,931542,810442,1071273,0,Grattan Elementary,A. P. Giannini Middle
2134583068,312 Jersey St,94114,San Francisco,CA,37.750821,-122.432333,1425860,1211981,1639739,0,Alvarado Elementary,James Lick Middle
2134647766,70 Divisadero St # A,94117,San Francisco,CA,37.768472,-122.436409,773736,502928,1083230,0,Mckinley Elementary,Everett Middle
2135666640,2251 Broderick St,94115,San Francisco,CA,37.790977,-122.442919,3580072,2685054,4403489,0,William L. Cobb Elementary,Roosevelt Middle
2135950097,2121 Scott St,94115,San Francisco,CA,37.789514,-122.439285,2259259,1739629,2801481,0,William L. Cobb Elementary,Roosevelt Middle
2136595353,367 Wilde Ave,94134,San Francisco,CA,37.716698,-122.4042,814405,651524,928422,0,El Dorado Elementary,Visitacion Valley Middle
2136606010,2002 Pacific Ave,94109,San Francisco,CA,37.794429,-122.428512,1690799,1386455,1944419,0,Sherman Elementary,Marina Middle
2136666074,3720 Sacramento St APT 1,94118,San Francisco,CA,37.787519,-122.454103,1826776,1516224,2155596,0,Sutro Elementary,Roosevelt Middle
2137012371,451 Kansas St UNIT 471,94107,San Francisco,CA,37.764066,-122.403277,574810,511581,643787,0,Daniel Webster Elementary,
2137385189,300 Berry St,94107,San Francisco,CA,37.770507,-122.400281,775274,643477,899318,0,Daniel Webster Elementary,
2137389983,2524 Anza St # 26,94118,San Francisco,CA,37.778825,-122.475527,1203062,1082756,1395552,0,Argonne Elementary,Presidio Middle
2137404882,2912 Steiner St APT 3,94123,San Francisco,CA,37.796171,-122.436819,1183786,994380,1444219,0,Sherman Elementary,Marina Middle
2137404907,4150 17th St,94114,San Francisco,CA,37.762735,-122.438548,1138594,967805,1400471,0,Mckinley Elementary,Everett Middle
2137413462,75 Lunado Way,94127,San Francisco,CA,37.723234,-122.471514,1051095,893431,1177226,0,Commodore Sloat Elementary,Aptos Middle
2137446216,4021 Balboa St,94121,San Francisco,CA,37.775252,-122.502008,1235068,913950,1543835,0,Lafayette Elementary,Presidio Middle
2137487408,3550 Market St,94131,San Francisco,CA,37.756293,-122.441889,751873,624055,902248,0,Clarendon Elementary,Presidio Middle
2137620324,4248 25th St,94114,San Francisco,CA,37.749872,-122.435059,1537735,1307075,1906791,0,Alvarado Elementary,James Lick Middle
2137742559,967 Bay St,94109,San Francisco,CA,37.804183,-122.422961,1300386,975289,1534455,0,Yick Wo Elementary,Francisco Middle
2138255253,85 Ora Way,94131,San Francisco,CA,37.740668,-122.437268,919713,717376,1177233,0,Miraloma Elementary,James Denman Middle
2138406412,300 Berry St # 419,94158,San Francisco,CA,37.775017,-122.394594,595375,565606,654912,0,Daniel Webster Elementary,
2138409910,212 Arguello Blvd,94118,San Francisco,CA,37.786442,-122.459079,2182289,1811300,2509632,0,Sutro Elementary,Roosevelt Middle
2138409924,4086 25th St,94114,San Francisco,CA,37.750063,-122.43136,2594578,2205391,3087548,0,Alvarado Elementary,James Lick Middle
2138409943,318 Texas St,94107,San Francisco,CA,37.762287,-122.395838,1090474,970522,1275855,0,Daniel Webster Elementary,
